"SKU","Title","Product ID","Variant ID","Specifications","Images"
"1719","IC - Brass","prod_01JQ0JMYDP7Q698KQBSS2JZXS7","variant_01JQ0JMYERFKCHGT5QG2EZ3SYE","SKU: 1719
Voltage: 110v or 230v or Low Voltage compatible
Dimmable: No
Material: Electroplating with glass shade
Bulb Base: E26
Cord Length: 8.2 ft
Bulb Included: No
Max. Bulb Watt: Single 60W incandescent bulb or equivalent LED
Product Weight: 3 kg
Switch Location: On the cord
Product Dimensions: W39 cm x D32 cm x H35 cm (base dimensions W39 cm x D22 cm)
Lamp Shade Diameter: 30 cm
Packaging Dimensions: 52 cm x 50 cm x 38 cm (4 kg)
Assembly Requirements: Some assembly required.
Instructions Included: Yes
No. of Shipping Cartons: 1
Tools & Fixings Included: Yes","https://cdn.shopify.com/s/files/1/2589/1828/files/1719-1.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1719-2.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1719-3.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1719-4.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1719-10.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1719-11.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1719-12.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/rollover_1719.jpg"
"1720","IC - Pewter","prod_01JQ0JMYDP7Q698KQBSS2JZXS7","variant_01JQ0JMYERWZHVCQXVXD7FSP8C","SKU: 1720
Voltage: 110v or 230v or Low Voltage compatible
Dimmable: No
Material: Electroplating with glass shade
Bulb Base: E26
Cord Length: 8.2 ft
Bulb Included: No
Max. Bulb Watt: Single 60W incandescent bulb or equivalent LED
Product Weight: 3 kg
Switch Location: On the cord
Product Dimensions: W39 cm x D32 cm x H35 cm (base dimensions W39 cm x D22 cm)
Lamp Shade Diameter: 30 cm
Packaging Dimensions: 52 cm x 50 cm x 38 cm (4 kg)
Assembly Requirements: Some assembly required.
Instructions Included: Yes
No. of Shipping Cartons: 1
Tools & Fixings Included: Yes","https://cdn.shopify.com/s/files/1/2589/1828/files/1720-2_2.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1720-3_2.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1720-1_2.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1720-4_2.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1720-5_2.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1720-10_2.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1720-11_2.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1720-12.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/rollover_1720.jpg"
"1716","IC - Pewter","prod_01JQ0JMZTH0GTH7QB2F1P83BAH","variant_01JQ0JMZVHDM4B05C0FYSWQAMW","SKU: 1716
Voltage: 110v or 230v or Low Voltage compatible
Dimmable: No
Material: Electroplating with glass shade
Bulb Base: E26
Cord Length: 8.2 ft
Bulb Included: No
Max. Bulb Watt: Single 60W incandescent bulb or equivalent LED
Product Weight: 2 kg
Switch Location: On the cord
Product Dimensions: L25 cm x W21 cm x H38 cm
Lamp Shade Diameter: 20 cm
Packaging Dimensions: 49 cm x 37 cm x 28 cm (2 kg)
Assembly Requirements: Some assembly required.
Instructions Included: Yes
No. of Shipping Cartons: 1
Tools & Fixings Included: Yes","https://cdn.shopify.com/s/files/1/2589/1828/files/1716-2_2.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1716-3_2.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1716-1_2.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1716-4_2.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1716-10_2.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1716-11_2.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1716-12_2.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/rollover_1716_2.jpg"
"1731","IC - Chrome","prod_01JQ0JMZTH0GTH7QB2F1P83BAH","variant_01JQ0JMZVHGTYATTR97V5YYQRB","SKU: 1731
Voltage: 110v or 230v or Low Voltage compatible
Dimmable: No
Material: Electroplating with glass shade
Bulb Base: E26
Cord Length: 8.2 ft
Bulb Included: No
Max. Bulb Watt: Single 60W incandescent bulb or equivalent LED
Product Weight: 2 kg
Switch Location: On the cord
Product Dimensions: L25 cm x W21 cm x H38 cm
Lamp Shade Diameter: 20 cm
Packaging Dimensions: 49 cm x 37 cm x 28 cm (2 kg)
Assembly Requirements: Some assembly required.
Instructions Included: Yes
No. of Shipping Cartons: 1
Tools & Fixings Included: Yes","https://cdn.shopify.com/s/files/1/2589/1828/files/1731-1.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1731-2.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1731-3.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1731-4.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1731-11.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1731-10.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1731-12.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/rollover_1731.jpg"
"4762","Manhattan - Vintage Black Vegan Leather","prod_01JQ0JN2AE7TC7V1R40BDA5SAF","variant_01JQ0JN2BH0KP1ZY1T5EWTBP2D","SKU: 4762
Material: Vegan leather
Fabric SKU: FAB0120
Seat Depth: 44 cm
Seat Height: 48 cm
Base Material: Aluminum
Product Weight: 19 kg
Number of Seats: 3
Frame Construction: Walnut wood frame
Product Dimensions: H48 cm x W198 cm x D43 cm
Packaging Dimensions: 204 cm x 50 cm x 26 cm (24 kg)
Assembly Requirements: None required, it comes fully assembled
No. of Shipping Cartons: 1","https://cdn.shopify.com/s/files/1/2589/1828/files/1178-1.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1178-2.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1178-3.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1178-4.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1178-10.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1178-11.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/2728-12.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/rollover_2728.jpg"
"6513","Manhattan - Tan Premium Leather","prod_01JQ0JN2AE7TC7V1R40BDA5SAF","variant_01JQ0JN2BH2AF5977V3ZHBXZHF","SKU: 6513
Material: Premium Aniline Italian leather
Seat Depth: 44 cm
Seat Height: 48 cm
Base Material: Aluminum
Product Weight: 19 kg
Number of Seats: 3
Material Details: Leather is 1-1.2mm full grain from Bolzano, Italy
Frame Construction: Walnut wood frame
Product Dimensions: H48 cm x W198 cm x D43 cm
Packaging Dimensions: 204 cm x 50 cm x 26 cm (24 kg)
Assembly Requirements: None required, it comes fully assembled
No. of Shipping Cartons: 1","https://cdn.shopify.com/s/files/1/2589/1828/files/6513-1.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/6513-2.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/6513-3.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/6513-4.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/6513-10.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/6513-11.jpg"
"1178","Manhattan - Midnight Black Premium Leather","prod_01JQ0JN2AE7TC7V1R40BDA5SAF","variant_01JQ0JN2BHVJZB0QENRH7MNFWS","SKU: 1178
Material: Premium Aniline Italian leather
Fabric SKU: FAB0022
Seat Depth: 44 cm
Seat Height: 48 cm
Weight Limit: 100 kg
Base Material: Polished #304 grade stainless steel
Product Weight: 19 kg
Number of Seats: 3
Material Details: Leather is 1-1.2mm full grain from Bolzano, Italy
Frame Construction: Walnut
Product Dimensions: H48 cm x W198 cm x D43 cm
Packaging Dimensions: 204 cm x 50 cm x 26 cm (24 kg)
Assembly Requirements: None required, it comes fully assembled
No. of Shipping Cartons: 1
Tools & Fixings Included: Yes","https://cdn.shopify.com/s/files/1/2589/1828/files/1178-1.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1178-2.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1178-3.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1178-4.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1178-10.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1178-11.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/2728-12.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/rollover_2728.jpg"
"1674","Bellini Module - Apricot Velvet","prod_01JQ0JNNMQP99VBE5W5CVFW3GB","variant_01JQ0JNNPH7EWZTWRNG545BRGM","SKU: 1674
Material: Lustrous velvet
Fabric SKU: FAB0041
Seat Depth: 63 cm
Seat Height: 38 cm
Base Material: Solid wood legs with black stain
Armrest Height: 55 cm
Product Weight: 32 kg
Product Dimensions: H67 cm x W102 cm x D96 cm
Cushion Information: The cushions are filled with polyurethane foam and supported with a spring base and wooden frame.
Modular Instructions: Each section of the Mario Bellini Sofa is modular and is attached with string ties and carabiners. To assemble or rearrange your sofa, simply unclip the carabiners from one ring and attach to a corresponding ring on the module you wish to connect to.
Packaging Dimensions: 103 cm x 103 cm x 72 cm (35 kg)
Assembly Requirements: No assembly required if using as a standalone chair. Please note that spare carabiner clips are provided, attached to the rings on each module.
No. of Shipping Cartons: 1","https://cdn.shopify.com/s/files/1/2589/1828/files/1674-1.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1674-2.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1674-3.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1674-4.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1674-5.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1674-6.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1674-10.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1674-11.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1674-12.jpg"
"1500","Bellini Module - Light Gray Velvet","prod_01JQ0JNNMQP99VBE5W5CVFW3GB","variant_01JQ0JNNPHEK86ANCCRCSEZA9Z","SKU: 1500
Material: Lustrous velvet
Fabric SKU: FAB0024
Seat Depth: 63 cm
Seat Height: 38 cm
Base Material: Solid wood legs with black stain
Armrest Height: 55 cm
Product Weight: 32 kg
Product Dimensions: H67 cm x W102 cm x D96 cm
Cushion Information: The cushions are filled with polyurethane foam and supported with a spring base and wooden frame.
Modular Instructions: Each section of the Mario Bellini Sofa is modular and is attached with string ties and carabiners. To assemble or rearrange your sofa, simply unclip the carabiners from one ring and attach to a corresponding ring on the module you wish to connect to.
Packaging Dimensions: 103 cm x 103 cm x 72 cm (35 kg)
Assembly Requirements: No assembly required if using as a standalone chair. Please note that spare carabiner clips are provided, attached to the rings on each module.
No. of Shipping Cartons: 1","https://cdn.shopify.com/s/files/1/2589/1828/files/1500-1.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1500-2.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1500-3.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1500-4.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1500-5.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1500-6.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1500-10.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1500-11.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1500-12.jpg"
"1505","Bellini Module - Aegean Blue Velvet","prod_01JQ0JNNMQP99VBE5W5CVFW3GB","variant_01JQ0JNNPHRC2SRF1B2R01YKBG","SKU: 1505
Material: Lustrous velvet
Fabric SKU: FAB0025
Seat Depth: 63 cm
Seat Width: 102 cm
Seat Height: 38 cm
Base Material: Solid wood legs with black stain
Armrest Height: 55 cm
Product Weight: 32 kg
Product Dimensions: H67 cm x W102 cm x D96 cm
Cushion Information: The cushions are filled with polyurethane foam and supported with a spring base and wooden frame.
Modular Instructions: Each section of the Mario Bellini Sofa is modular and is attached with string ties and carabiners. To assemble or rearrange your sofa, simply unclip the carabiners from one ring and attach to a corresponding ring on the module you wish to connect to.
Packaging Dimensions: 103 cm x 103 cm x 72 cm (35 kg)
Assembly Requirements: No assembly required if using as a standalone chair. Please note that spare carabiner clips are provided, attached to the rings on each module.
No. of Shipping Cartons: 1","https://cdn.shopify.com/s/files/1/2589/1828/files/1505-1.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1505-2.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1505-3.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1505-4.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1505-5.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1505-6.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1505-10.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1505-11.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1505-12.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/rollover_1505.jpg"
"2088","Bellini Module - Ecru Velvet","prod_01JQ0JNNMQP99VBE5W5CVFW3GB","variant_01JQ0JNNPHVZECKFWHJP7VCYSW","SKU: 2088
Material: Lustrous velvet
Fabric SKU: FAB0065
Seat Depth: 63 cm
Seat Height: 38 cm
Base Material: Solid wood legs with black stain
Armrest Height: 55 cm
Product Weight: 32 kg
Material Details: 100% polyester velvet
Product Dimensions: H67 cm x W102 cm x D96 cm
Cushion Information: The cushions are filled with polyurethane foam and supported with a spring base and wooden frame.
Modular Instructions: Each section of the Mario Bellini Sofa is modular and is attached with string ties and carabiners. To assemble or rearrange your sofa, simply unclip the carabiners from one ring and attach to a corresponding ring on the module you wish to connect to.
Packaging Dimensions: 103 cm x 103 cm x 72 cm (35 kg)
Assembly Requirements: No assembly required if using as a standalone chair. Please note that spare carabiner clips are provided, attached to the rings on each module.
No. of Shipping Cartons: 1","https://cdn.shopify.com/s/files/1/2589/1828/files/2088-1.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/2088-2.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/2088-3.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/2088-4.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/2088-5.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/2088-6.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/2088-10.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/2088-11.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/2088-12.jpg"
"1680","Bellini Module - Tan Premium Leather","prod_01JQ0JNNMQP99VBE5W5CVFW3GB","variant_01JQ0JNNPJ0SXN9PSH0T9CTD4H","SKU: 1680
Material: Premium Italian full grain aniline leather
Fabric SKU: FAB0021
Seat Depth: 63 cm
Seat Height: 38 cm
Base Material: Solid wood legs with black stain
Armrest Height: 55 cm
Product Weight: 32 kg
Material Details: Leather is 1-1.2mm full grain from Bolzano, Italy with a smooth, honed finish and saddle brown color
Product Dimensions: H67 cm x W102 cm x D96 cm
Cushion Information: The cushions are filled with polyurethane foam and supported with a spring base and wooden frame.
Modular Instructions: Each section of the Mario Bellini Sofa is modular and is attached with string ties and carabiners. To assemble or rearrange your sofa, simply unclip the carabiners from one ring and attach to a corresponding ring on the module you wish to connect to.
Packaging Dimensions: 103 cm x 103 cm x 72 cm (35 kg)
Assembly Requirements: No assembly required if using as a standalone chair. Please note that spare carabiner clips are provided, attached to the rings on each module.
No. of Shipping Cartons: 1","https://cdn.shopify.com/s/files/1/2589/1828/files/1680-1.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1680-2.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1680-3.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1680-4.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1680-5.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1680-6.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1680-10.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1680-11.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1680-12.jpg"
"1668","Bellini Module - Gray Boucle","prod_01JQ0JNNMQP99VBE5W5CVFW3GB","variant_01JQ0JNNPJ2GNP5SPZ82QT32G1","SKU: 1668
Material: Gray boucle wool
Fabric SKU: FAB0040
Seat Depth: 63 cm
Seat Height: 38 cm
Base Material: Solid wood legs with black stain
Armrest Height: 55 cm
Product Weight: 32 kg
Product Dimensions: H67 cm x W102 cm x D96 cm
Cushion Information: The cushions are filled with polyurethane foam and supported with a spring base and wooden frame.
Modular Instructions: Each section of the Mario Bellini Sofa is modular and is attached with string ties and carabiners. To assemble or rearrange your sofa, simply unclip the carabiners from one ring and attach to a corresponding ring on the module you wish to connect to.
Packaging Dimensions: 103 cm x 103 cm x 72 cm (35 kg)
Assembly Requirements: No assembly required if using as a standalone chair. Please note that spare carabiner clips are provided, attached to the rings on each module.
No. of Shipping Cartons: 1","https://cdn.shopify.com/s/files/1/2589/1828/files/1668-1.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1668-2.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1668-3.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1668-4.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1668-5.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1668-6.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1668-10.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1668-11.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1668-12.jpg"
"1510","Bellini Module - Blush Pink Velvet","prod_01JQ0JNNMQP99VBE5W5CVFW3GB","variant_01JQ0JNNPJ5GQKCSBXY95J8TRA","SKU: 1510
Material: Lustrous velvet
Fabric SKU: FAB0026
Seat Depth: 63 cm
Seat Height: 38 cm
Base Material: Solid wood legs with black stain
Armrest Height: 55 cm
Product Weight: 32 kg
Product Dimensions: H67 cm x W102 cm x D96 cm
Cushion Information: The cushions are filled with polyurethane foam and supported with a spring base and wooden frame.
Modular Instructions: Each section of the Mario Bellini Sofa is modular and is attached with string ties and carabiners. To assemble or rearrange your sofa, simply unclip the carabiners from one ring and attach to a corresponding ring on the module you wish to connect to.
Packaging Dimensions: 103 cm x 103 cm x 72 cm (35 kg)
Assembly Requirements: No assembly required if using as a standalone chair. Please note that spare carabiner clips are provided, attached to the rings on each module.
No. of Shipping Cartons: 1","https://cdn.shopify.com/s/files/1/2589/1828/files/1510-1.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1510-2.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1510-3.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1510-4.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1510-5.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1510-6.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1510-10.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1510-11.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/1510-12.jpg"
"3159","Bellini Module - Evergreen Brushed Weave","prod_01JQ0JNNMQP99VBE5W5CVFW3GB","variant_01JQ0JNNPJ7T84B7BFKYKHJ9J0","SKU: 3159
Material: Brushed woven fabric
Fabric SKU: FAB0068
Seat Depth: 63 cm
Seat Width: 102 cm
Seat Height: 38 cm
Base Material: Solid wood legs with black stain
Armrest Height: 55 cm
Product Weight: 32 kg
Product Dimensions: H67 cm x W102 cm x D96 cm
Cushion Information: The cushions are filled with polyurethane foam and supported with a spring base and wooden frame.
Modular Instructions: Each section of the Mario Bellini Sofa is modular and is attached with string ties and carabiners. To assemble or rearrange your sofa, simply unclip the carabiners from one ring and attach to a corresponding ring on the module you wish to connect to.
Packaging Dimensions: 103 cm x 103 cm x 72 cm (35 kg)
Assembly Requirements: No assembly required if using as a standalone chair. Please note that spare carabiner clips are provided, attached to the rings on each module.
No. of Shipping Cartons: 1","https://cdn.shopify.com/s/files/1/2589/1828/files/3159-1.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/3159-2.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/3159-3.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/3159-4.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/3159-5.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/3159-6.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/3159-10.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/3159-11.jpg"
"3163","Bellini Module - Olive Gold Velvet","prod_01JQ0JNNMQP99VBE5W5CVFW3GB","variant_01JQ0JNNPJ9QBV7J8PTTMA4AB6","SKU: 3163
Material: Lustrous velvet
Fabric SKU: FAB0084
Seat Depth: 63 cm
Seat Height: 38 cm
Base Material: Solid wood legs with black stain
Armrest Height: 55 cm
Product Weight: 32 kg
Material Details: 100% polyester velvet
Product Dimensions: H67 cm x W102 cm x D96 cm
Cushion Information: The cushions are filled with polyurethane foam and supported with a spring base and wooden frame.
Modular Instructions: Each section of the Mario Bellini Sofa is modular and is attached with string ties and carabiners. To assemble or rearrange your sofa, simply unclip the carabiners from one ring and attach to a corresponding ring on the module you wish to connect to.
Packaging Dimensions: 103 cm x 103 cm x 72 cm (35 kg)
Assembly Requirements: No assembly required if using as a standalone chair. Please note that spare carabiner clips are provided, attached to the rings on each module.
No. of Shipping Cartons: 1","https://cdn.shopify.com/s/files/1/2589/1828/files/3163-1.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/3163-2.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/3163-3.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/3163-4.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/3163-5.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/3163-6.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/3163-10.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/3163-11.jpg"
"3165","Bellini Module - Thyme Luxe Velvet","prod_01JQ0JNNMQP99VBE5W5CVFW3GB","variant_01JQ0JNNPJPPM2DBAC00SKFRTC","SKU: 3165
Material: Lustrous luxe velvet
Fabric SKU: FAB0096
Seat Depth: 63 cm
Seat Height: 38 cm
Base Material: Solid wood legs with black stain
Armrest Height: 55 cm
Product Weight: 32 kg
Material Details: 100% cotton
Product Dimensions: H67 cm x W102 cm x D96 cm
Cushion Information: The cushions are filled with polyurethane foam and supported with a spring base and wooden frame.
Modular Instructions: Each section of the Mario Bellini Sofa is modular and is attached with string ties and carabiners. To assemble or rearrange your sofa, simply unclip the carabiners from one ring and attach to a corresponding ring on the module you wish to connect to.
Packaging Dimensions: 103 cm x 103 cm x 72 cm (35 kg)
Assembly Requirements: No assembly required if using as a standalone chair. Please note that spare carabiner clips are provided, attached to the rings on each module.
No. of Shipping Cartons: 1","https://cdn.shopify.com/s/files/1/2589/1828/files/3165-1.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/3165-2.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/3165-3.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/3165-4.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/3165-5.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/3165-6.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/3165-10.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/3165-11.jpg"
"3160","Bellini Module - Maroon Velvet","prod_01JQ0JNNMQP99VBE5W5CVFW3GB","variant_01JQ0JNNPJT8MNHH41N6D0T7WF","SKU: 3160
Material: Lustrous luxe velvet
Fabric SKU: FAB0075
Seat Depth: 63 cm
Seat Height: 38 cm
Base Material: Solid wood legs with black stain
Armrest Height: 55 cm
Product Weight: 32 kg
Product Dimensions: H67 cm x W102 cm x D96 cm
Cushion Information: The cushions are filled with polyurethane foam and supported with a spring base and wooden frame.
Modular Instructions: Each section of the Mario Bellini Sofa is modular and is attached with string ties and carabiners. To assemble or rearrange your sofa, simply unclip the carabiners from one ring and attach to a corresponding ring on the module you wish to connect to.
Packaging Dimensions: 103 cm x 103 cm x 72 cm (35 kg)
Assembly Requirements: No assembly required if using as a standalone chair. Please note that spare carabiner clips are provided, attached to the rings on each module.
No. of Shipping Cartons: 1","https://cdn.shopify.com/s/files/1/2589/1828/files/3160-1.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/3160-2.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/3160-3.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/3160-4.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/3160-5.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/3160-6.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/3160-10.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/3160-11.jpg"
"3161","Bellini Module - Mocha Velvet","prod_01JQ0JNNMQP99VBE5W5CVFW3GB","variant_01JQ0JNNPJTK5CTN91XE52VXP9","SKU: 3161
Material: Lustrous velvet
Fabric SKU: FAB0076
Seat Depth: 63 cm
Seat Width: 102 cm
Seat Height: 38 cm
Base Material: Solid wood legs with black stain
Armrest Height: 55 cm
Product Weight: 32 kg
Product Dimensions: H67 cm x W102 cm x D96 cm
Cushion Information: The cushions are filled with polyurethane foam and supported with a spring base and wooden frame.
Modular Instructions: Each section of the Mario Bellini Sofa is modular and is attached with string ties and carabiners. To assemble or rearrange your sofa, simply unclip the carabiners from one ring and attach to a corresponding ring on the module you wish to connect to.
Packaging Dimensions: 103 cm x 103 cm x 72 cm (35 kg)
Assembly Requirements: No assembly required if using as a standalone chair. Please note that spare carabiner clips are provided, attached to the rings on each module.
No. of Shipping Cartons: 1","https://cdn.shopify.com/s/files/1/2589/1828/files/3161-1.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/3161-2.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/3161-3.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/3161-4.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/3161-5.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/3161-6.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/3161-10.jpg
https://cdn.shopify.com/s/files/1/2589/1828/files/3161-11.jpg"
